uid,year,region,service_state,grantee_name,grant_number,grant_type,program_name,program_number,program_type,total_cumulative_enrollment,total_cumulative_enrolled_children,newly_enrolled_children,less_than_1_year_old,x1_year_old,x2_years_old,x3_years_old,x4_years_old,x5_years_and_older,pregnant_women,income_eligibility,receipt_of_public_assistance_eligibility,foster_children_eligibility,homeless_children_eligibility,over_income_eligibility,income_between_100_percent_and_130_percent_of_poverty_eligibility,hispanic_or_latino_origin_any_race_enrollees,asian_non_hispanic_enrollees,black_or_african_american_non_hispanic_enrollees,native_hawaiian_pacific_islander_non_hispanic_enrollees,white_non_hispanic_enrollees,biracial_or_multi_racial_non_hispanic_enrollees,other_race_non_hispanic_enrollees,total_noncontracted_staff,total_contracted_staff,total_departed_staff,total_departed_noncontracted_staff,total_departed_contracted_staff,total_hs_prek_teachers,total_ehs_it_teachers,total_departed_teachers,children_with_health_insurance_at_enrollment,children_with_health_insurance_at_end_of_enrollment_year,children_with_ongoing_source_of_continuous_accessible_health_care_at_enrollment_start,children_with_ongoing_source_of_continuous_accessible_health_care_at_end_enrollment,children_up_to_date_on_epdst_at_enrollment_start,children_up_to_date_on_epdst_at_enrollment_end,hs_prek_children_with_an_iep,ehs_it_children_with_an_iep,hs_prek_health_impairment,hs_prek_emotional_disturbance,hs_prek_speech_impairment,hs_prek_intellectual_disabilities,hs_prek_hearing_impairment,hs_prek_orthopedic_impairment,hs_prek_visual_impairment,hs_prek_specific_learning_disabilities,hs_prek_autism,hs_prek_traumatic_brain_injury,hs_prek_non_categorical_developmental_delay,hs_prek_multiple_disabilities_excluding_deaf_blind,hs_prek_deaf_blind,newly_enrolled_children_who_completed_behavorial_screenings,homeless_children_served,foster_care_children_served
02CH010951-200-2022,2022,Region 2,NY,"Fort George Community Enrichment Center, Inc.",02CH010951,CH,"Fort George Community Enrichment Center, Inc.",200,EHS,17,17,9,4,5,8,0,0,0,0,6,3,0,8,0,NA,17,0,0,0,0,0,0,9,3,0,NA,0,NA,0,0,17,17,17,17,7,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,0
02CH010953-000-2022,2022,Region 2,NY,"West Harlem Community Organization, Inc.",02CH010953,CH,"West Harlem Community Organization, Inc.",000,HS,43,43,7,0,0,0,26,17,0,0,22,7,3,2,9,NA,12,1,30,0,0,0,0,15,0,0,NA,0,4,NA,0,43,43,43,42,19,18,2,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,36,2,1
02CH010954-000-2022,2022,Region 2,NY,NYC Early Learning Company Inc.,02CH010954,CH,NYC Early Learning Company Inc.,000,HS,124,124,92,0,0,0,71,53,0,0,54,43,3,8,4,NA,46,0,73,0,3,2,0,24,2,33,NA,0,6,NA,7,124,124,119,120,118,124,13,NA,0,0,3,0,0,0,0,0,0,0,10,0,0,22,12,5
02CH010954-200-2022,2022,Region 2,NY,NYC Early Learning Company Inc.,02CH010954,CH,NYC Early Learning Company Inc.,200,EHS,272,248,196,59,85,104,0,0,0,24,111,97,6,25,9,NA,103,0,159,0,0,10,0,62,2,44,NA,0,NA,39,24,245,245,245,245,223,240,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,27,7
02CH010960-000-2022,2022,Region 2,NY,Early Childhood Learning Center of Greene County,02CH010960,CH,EARLY CHILDHOOD LEARNING CENTER OF GREENE COUNTY,000,HS,57,57,49,0,0,0,34,23,0,0,35,3,3,2,4,NA,13,0,14,0,30,0,0,22,1,6,NA,0,4,NA,1,57,57,57,57,57,53,6,NA,0,0,2,0,0,0,0,2,0,0,0,0,0,40,2,3
02CH010963-000-2022,2022,Region 2,NY,"Tompkins Community Action, Inc.",02CH010963,CH,"Tompkins Community Action, Inc",000,HS,137,137,40,0,0,0,89,48,0,0,63,21,13,3,13,NA,17,10,24,0,68,18,0,26,0,4,NA,0,8,NA,3,133,137,137,137,135,81,51,NA,0,0,0,0,0,0,0,0,0,0,51,0,0,40,3,3
02CH010963-001-2022,2022,Region 2,NY,"Tompkins Community Action, Inc.",02CH010963,CH,Ithaca City School District,001,HS,42,42,42,0,0,0,1,41,0,0,26,4,1,4,2,NA,7,5,6,0,16,0,6,45,0,1,NA,0,10,NA,0,42,37,42,37,42,37,8,NA,0,0,0,0,0,0,0,0,0,0,8,0,0,42,1,1
02CH010963-200-2022,2022,Region 2,NY,"Tompkins Community Action, Inc.",02CH010963,CH,"Tompkins Community Action, Inc",200,EHS,132,128,52,24,34,70,0,0,0,4,81,21,5,4,7,NA,26,8,10,0,76,12,0,30,0,3,NA,0,NA,18,2,123,128,128,128,125,87,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5,4
02CH010967-000-2022,2022,Region 2,NY,"Puerto Rican Organization to Motivate, Enlighten and Serve Addicts, Inc.",02CH010967,CH,PROMESA,000,HS,98,98,60,0,0,0,40,58,0,0,67,16,0,15,0,NA,80,0,16,0,0,2,0,16,0,3,NA,0,8,NA,2,98,98,98,98,98,98,12,NA,0,0,12,0,0,0,0,0,0,0,0,0,0,60,12,0
02CH010968-000-2022,2022,Region 2,NY,Family Enrichment Network,02CH010968,CH,"Family Enrichment Network, Inc.",000,HS,52,52,27,0,0,0,29,23,0,0,28,13,3,5,3,NA,0,1,0,0,51,0,0,24,0,1,NA,0,4,NA,0,49,49,52,52,21,17,14,NA,0,0,0,0,0,0,0,0,0,0,14,0,0,27,13,0
02CH010968-200-2022,2022,Region 2,NY,Family Enrichment Network,02CH010968,CH,"Family Enrichment Network, Inc.",200,EHS,48,48,26,16,14,18,0,0,0,0,29,12,1,3,3,NA,0,0,2,0,43,3,0,17,0,3,NA,0,NA,8,0,44,44,48,48,20,15,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,2
02CH010981-000-2022,2022,Region 2,NY,"Columbia Opportunities, Inc.",02CH010981,CH,"Columbia Opportunities, Incorporated",000,HS,74,74,64,0,0,0,37,37,0,0,47,7,2,2,5,NA,19,0,14,0,28,9,0,32,0,6,NA,0,6,NA,1,74,74,74,74,74,74,13,NA,0,0,0,0,0,0,0,0,0,0,13,0,0,37,8,2
02CH010984-200-2022,2022,Region 2,NY,The Child Center of NY,02CH010984,CH,The Child Center of NY,200,EHS,261,231,121,67,85,75,4,0,0,30,214,19,0,4,21,NA,3,40,3,0,3,1,0,52,2,18,NA,1,NA,0,0,228,230,230,230,151,193,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,146,0
02CH010986-200-2022,2022,Region 2,NY,"Catholic Charities Neighborhood Services, Inc.",02CH010986,CH,"Catholic Charities Neighborhood Services, Inc.",200,EHS,86,61,61,3,24,34,0,0,0,25,78,7,0,1,0,NA,74,7,0,0,4,1,0,8,5,0,NA,0,NA,0,0,40,21,36,27,57,61,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,4,3
02CH010989-001-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"South Jamaica Center For Children And Parents, Inc",001,HS,92,92,86,0,0,0,52,40,0,0,67,5,2,0,9,NA,9,9,23,0,1,2,0,29,2,10,NA,2,6,NA,4,92,92,92,92,92,92,2,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,86,1,2
02CH010989-002-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Seventh Avenue Center For Family Services,002,HS,57,57,53,0,0,0,38,19,0,0,30,16,1,3,0,NA,35,0,17,0,2,1,0,17,4,2,NA,0,6,NA,2,57,57,57,57,57,57,4,NA,0,0,3,0,0,1,0,0,0,0,0,0,0,53,3,1
02CH010989-004-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,The Children's Aid Society,004,HS,57,57,8,0,0,0,32,25,0,0,33,15,2,4,3,NA,0,0,15,0,0,0,0,22,3,0,NA,0,4,NA,0,57,57,57,57,57,57,5,NA,0,0,5,0,0,0,0,0,0,0,0,0,0,8,4,2
02CH010989-005-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Addie Mae Collins Community Service Head Start,005,HS,65,65,31,0,0,0,32,33,0,0,26,35,0,4,0,NA,14,1,48,0,2,0,0,37,5,3,NA,0,9,NA,2,65,65,65,65,65,65,3,NA,0,0,0,0,0,0,0,0,1,0,2,0,0,31,4,0
02CH010989-006-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"La Peninsula Community Organization, Inc.",006,HS,257,257,164,0,0,0,94,163,0,0,105,66,5,42,16,NA,135,2,15,0,0,73,0,87,5,22,NA,2,22,NA,11,257,257,257,257,257,257,16,NA,0,0,0,0,0,0,0,0,0,0,16,0,0,75,36,2
02CH010989-010-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Bloomingdale Family Program, Inc.",010,HS,26,26,13,0,0,0,13,13,0,0,19,7,0,0,0,NA,18,0,1,0,0,0,0,16,4,1,NA,0,2,NA,0,26,26,26,26,26,26,5,NA,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0
02CH010989-013-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Grand Street Settlement Head Start,013,HS,70,70,34,0,0,0,48,22,0,0,41,13,0,3,7,NA,24,12,14,0,1,4,0,28,0,3,NA,0,4,NA,1,58,64,70,69,70,68,21,NA,0,0,0,0,0,0,0,0,0,0,21,0,0,10,3,0
02CH010989-014-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,University Settlement Early Childhood Center,014,HS,153,153,99,0,0,0,99,54,0,0,149,4,0,0,0,NA,40,52,57,0,2,2,0,33,2,2,NA,0,12,NA,0,153,153,153,153,153,153,20,NA,0,0,14,0,0,0,0,0,6,0,0,0,0,20,20,0
02CH010989-016-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,National Association of Family Development Centers,016,HS,131,131,95,0,0,0,63,68,0,0,129,1,0,0,1,NA,15,38,17,0,27,34,0,45,2,1,NA,0,12,NA,0,131,131,131,131,131,131,27,NA,0,0,0,0,0,0,0,0,0,0,27,0,0,95,0,0
02CH010989-017-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Trabajamos Community Head Start Inc.,017,HS,125,125,85,0,0,0,70,55,0,0,74,21,1,17,12,NA,96,0,28,0,0,0,0,38,2,9,NA,0,7,NA,2,124,125,125,125,125,125,17,NA,0,0,12,0,0,0,0,0,0,0,5,0,0,71,17,1
02CH010989-019-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,DeWitt Reformed Church Head Start,019,HS,46,46,34,0,0,0,32,14,0,0,15,15,2,5,1,NA,30,4,11,0,1,0,0,13,2,1,NA,0,3,NA,0,46,46,46,41,46,46,10,NA,0,0,0,0,0,0,0,0,0,0,10,0,0,34,5,3
02CH010989-021-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Hamilton-Madison House,021,HS,57,57,35,0,0,0,39,18,0,0,50,5,1,1,0,NA,3,31,19,0,2,2,0,19,2,4,NA,0,6,NA,3,57,57,57,57,57,57,13,NA,0,0,0,0,0,0,0,0,0,0,13,0,0,34,5,3
02CH010989-022-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Community Life Center, Inc.",022,HS,105,105,63,0,0,0,69,36,0,0,65,38,1,1,0,NA,37,2,62,0,1,3,0,20,2,5,NA,0,5,NA,2,105,105,105,105,105,105,2,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,63,2,2
02CH010989-024-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,East Harlem Council  Bilingual Head Start Program,024,HS,222,222,127,0,0,0,112,110,0,0,175,23,3,7,14,NA,18,2,65,0,2,8,0,40,2,2,NA,0,12,NA,0,222,222,222,222,222,222,36,NA,0,0,18,0,0,6,0,11,1,0,0,0,0,127,10,4
02CH010989-027-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Union Settlement Association Head Start,027,HS,216,216,114,0,0,0,79,137,0,0,154,24,0,25,13,NA,30,7,66,0,0,3,0,46,3,16,NA,0,20,NA,8,207,211,207,211,182,211,2,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,69,40,0
02CH010989-028-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Bushwick United Head Start,028,HS,334,334,194,0,0,0,141,193,0,0,277,22,3,4,28,NA,297,7,27,0,3,0,0,109,18,19,NA,0,14,NA,7,333,334,334,334,334,334,58,NA,0,0,11,0,0,0,0,0,0,0,47,0,0,154,7,6
02CH010989-029-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Kingsbridge Heights Head Start,029,HS,168,168,114,0,0,0,78,90,0,0,98,12,0,1,27,NA,6,0,9,0,2,0,0,62,1,18,NA,0,10,NA,7,159,159,161,161,115,100,23,NA,0,0,12,0,0,0,0,0,0,0,11,0,0,86,2,0
02CH010989-030-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"New Life Child Development Center, Inc.-Early Lear",030,HS,207,207,116,0,0,0,101,106,0,0,184,0,0,0,8,NA,5,2,2,0,3,2,0,69,6,15,NA,1,15,NA,6,207,199,207,199,207,199,32,NA,0,0,19,0,0,0,0,0,0,0,0,12,0,116,0,0
02CH010989-031-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Urban Strategies Early Learn I & III,031,HS,78,78,46,0,0,0,33,45,0,0,71,1,1,2,3,NA,7,13,38,0,0,0,0,40,3,5,NA,0,7,NA,3,78,78,78,78,78,78,3,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,46,2,1
02CH010989-033-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,St. Mark's U.M.C. Head Start Center,033,HS,168,168,120,0,0,0,80,88,0,0,130,24,1,0,13,NA,2,1,82,0,0,8,0,57,4,16,NA,0,10,NA,3,168,168,168,168,93,116,36,NA,0,0,0,0,0,0,0,0,1,0,35,0,0,120,0,2
02CH010989-035-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Labor And Industry For Education,035,HS,107,107,80,0,0,0,44,63,0,0,59,18,0,15,0,NA,64,2,20,0,12,6,0,28,3,6,NA,0,3,NA,3,107,107,107,107,107,107,8,NA,0,3,5,0,0,0,0,0,0,0,0,0,0,80,5,1
02CH010989-036-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"B'Above World Wide Institute, Inc",036,HS,80,80,57,0,0,0,43,37,0,0,57,13,2,0,8,NA,1,9,33,0,0,0,0,79,4,0,NA,0,7,NA,0,80,80,80,80,72,80,9,NA,0,0,0,0,0,0,0,0,0,0,9,0,0,57,0,2
02CH010989-037-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Hospital Clinic ACE Head Start,037,HS,34,34,17,0,0,0,15,19,0,0,17,6,0,0,8,NA,17,1,15,0,1,0,0,7,2,1,NA,0,2,NA,0,34,33,34,33,34,34,6,NA,0,0,3,0,0,0,0,0,0,0,3,0,0,17,0,0
02CH010989-038-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Mid-Bronx CCRP Head Start,038,HS,99,99,67,0,0,0,20,79,0,0,77,9,0,3,0,NA,4,4,25,0,1,0,0,25,0,2,NA,0,7,NA,1,99,99,99,98,99,92,11,NA,0,0,11,0,0,0,0,0,0,0,0,0,0,67,5,0
02CH010989-040-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Highbridge Advisory Council Family Services, Inc.",040,HS,72,72,48,0,0,0,36,36,0,0,72,0,0,0,0,NA,38,1,14,0,0,0,0,24,3,8,NA,0,4,NA,1,66,66,71,66,71,71,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,48,2,0
02CH010989-041-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Women's Housing and Economic Development Corp,041,HS,105,105,94,0,0,0,46,59,0,0,78,7,1,2,1,NA,0,6,22,0,0,0,0,25,1,2,NA,0,6,NA,1,105,105,105,105,105,105,19,NA,0,0,17,2,0,0,0,0,0,0,0,0,0,92,2,1
02CH010989-042-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Northern Manhattan Perinatal Partnership,042,HS,52,52,28,0,0,0,24,28,0,0,44,4,0,4,0,NA,0,0,6,0,0,0,0,27,4,2,NA,0,4,NA,0,50,52,52,52,50,52,9,NA,0,0,0,0,0,0,0,0,0,0,9,0,0,28,7,0
02CH010989-043-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,The Child Center of NY,043,HS,190,190,118,0,0,0,82,108,0,0,153,6,0,14,17,NA,4,3,11,0,9,0,0,60,5,20,NA,0,14,NA,5,190,190,190,190,157,190,40,NA,0,0,1,0,0,0,0,0,0,0,39,0,0,116,69,0
02CH010989-044-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Ecumenical Community Development Organization,044,HS,79,79,59,0,0,0,59,20,0,0,53,13,0,8,0,NA,12,1,52,0,0,3,0,10,2,4,NA,0,5,NA,2,79,79,79,79,79,79,8,NA,0,0,2,0,0,0,0,0,0,0,6,0,0,59,9,0
02CH010989-046-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Northside Center For Child Development, Inc.",046,HS,25,25,17,0,0,0,14,11,0,0,11,10,1,3,0,NA,15,1,9,0,0,0,0,10,0,0,NA,0,2,NA,0,25,25,25,25,25,25,25,NA,0,0,25,0,0,0,0,0,0,0,0,0,0,17,3,1
02CH010989-048-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Brooklyn Kindergarten Society,048,HS,101,101,77,0,0,0,49,52,0,0,61,19,5,3,4,NA,35,0,50,0,1,0,12,24,11,11,NA,0,10,NA,11,101,101,100,101,100,101,13,NA,0,0,3,1,0,0,0,0,0,0,2,1,0,75,3,5
02CH010989-049-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Action Nursery,049,HS,22,22,12,0,0,0,12,10,0,0,20,0,0,0,2,NA,0,0,0,0,22,0,0,11,2,2,NA,0,2,NA,0,22,22,22,22,22,22,3,NA,0,0,2,0,0,0,0,0,0,0,1,0,0,12,0,0
02CH010989-050-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Blanche Community Progress Day Care Center Inc.,050,HS,101,101,66,0,0,0,50,51,0,0,85,14,1,1,0,NA,0,0,82,3,0,1,0,35,3,14,NA,0,6,NA,5,101,101,101,101,101,101,8,NA,0,0,0,0,0,0,0,0,0,0,8,0,0,66,2,1
02CH010989-051-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,BronxWorks,051,HS,76,76,62,0,0,0,23,53,0,0,54,12,0,3,7,NA,0,2,44,0,2,1,0,29,1,4,NA,0,6,NA,1,76,76,76,76,76,76,3,NA,0,0,2,0,0,0,0,0,1,0,0,0,0,62,7,0
02CH010989-053-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Brooklyn Chinese-American Association,053,HS,165,165,80,0,0,0,71,94,0,0,148,1,0,7,9,NA,0,163,0,0,2,0,0,41,3,6,NA,0,10,NA,2,165,165,165,165,165,165,26,NA,0,0,6,12,0,0,0,0,0,0,8,0,0,80,7,0
02CH010989-055-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Sheltering Arms Children and Family Services,055,HS,197,197,131,0,0,0,97,100,0,0,130,40,1,24,2,NA,27,0,55,0,1,7,0,103,0,21,NA,0,18,NA,7,197,197,197,197,197,197,13,NA,0,0,12,0,0,0,0,0,1,0,0,0,0,131,29,1
02CH010989-058-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,HELP Day Care Corporation,058,HS,27,27,17,0,0,0,12,15,0,0,7,5,0,15,0,NA,15,0,10,2,0,0,0,9,0,1,NA,0,2,NA,0,21,27,21,27,21,27,3,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,17,15,0
02CH010989-062-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Lutheran Social Services of NY Early Life,062,HS,225,225,117,0,0,0,93,132,0,0,174,26,5,6,14,NA,48,3,56,0,4,1,0,77,4,22,NA,0,21,NA,5,221,225,224,225,225,206,21,NA,0,0,12,1,0,0,0,0,0,0,3,5,0,109,6,5
02CH010989-064-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,North Bronx NCNW Child Development Center,064,HS,93,93,58,0,0,7,46,40,0,0,40,14,0,2,0,NA,26,1,62,2,0,2,0,37,3,9,NA,0,7,NA,0,93,93,93,82,93,82,5,NA,0,0,4,0,0,0,1,0,0,0,0,0,0,53,2,0
02CH010989-069-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,SCO Family of Services,069,HS,92,92,47,0,0,0,23,69,0,0,41,11,0,24,3,NA,12,3,77,0,0,0,0,35,1,17,NA,0,5,NA,2,92,92,92,92,70,56,15,NA,0,2,9,0,0,0,0,2,0,0,2,0,0,47,24,0
02CH010989-072-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,United Federation of Black Community Organizations,072,HS,33,33,33,0,0,0,15,18,0,0,12,14,1,2,3,NA,24,0,3,0,0,0,0,8,2,2,NA,0,2,NA,1,33,33,33,33,33,33,2,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,33,2,1
02CH010989-073-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,ABC Plus Inc.,073,HS,8,8,8,0,0,0,8,0,0,0,5,1,0,0,0,NA,0,1,0,0,7,0,0,9,0,0,NA,0,2,NA,0,8,8,8,8,8,8,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
02CH010989-074-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,BKA of NY LLC,074,HS,33,33,33,0,0,0,15,18,0,0,17,2,5,3,3,NA,0,0,30,0,0,0,0,9,0,0,NA,0,2,NA,0,33,33,33,33,33,33,3,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,33,3,6
02CH010989-075-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Circle, Triangle, Square Daycare Inc. DBA DMI Prep",075,HS,15,15,15,0,0,0,15,0,0,0,6,7,0,2,0,NA,4,3,2,0,0,0,0,7,0,0,NA,0,1,NA,0,15,15,15,15,15,15,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0
02CH010989-076-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Congregation Luminous, Inc.",076,HS,40,40,40,0,0,0,24,16,0,0,0,30,5,5,0,NA,8,0,32,0,0,0,0,11,0,0,NA,0,2,NA,0,36,36,36,36,36,36,15,NA,0,0,7,8,0,0,0,0,0,0,0,0,0,40,5,5
02CH010989-077-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Happy Dragon of NY, Inc.",077,HS,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,5,4,0,NA,0,1,NA,0,1,1,1,1,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
02CH010989-078-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Moving Up Children Center, Inc.",078,HS,17,17,17,0,0,0,15,2,0,0,0,0,0,17,0,NA,16,1,0,0,0,0,0,4,0,2,NA,0,2,NA,0,17,17,17,17,17,17,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0
02CH010989-079-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"Preschool ""R"" Us 3",079,HS,17,17,17,0,0,0,17,0,0,0,13,0,0,2,0,NA,6,10,0,0,0,1,0,9,0,3,NA,0,2,NA,2,17,17,17,17,17,17,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,17,2,0
02CH010989-080-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Creative Learning Academy,080,HS,2,2,2,0,0,0,1,1,0,0,1,0,0,1,0,NA,0,0,2,0,0,0,0,15,0,2,NA,0,2,NA,2,2,2,2,2,2,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
02CH010989-205-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Addie Mae Collins Community Service Head Start,205,EHS,33,33,30,0,0,33,0,0,0,0,8,22,2,1,0,NA,0,0,27,0,0,0,0,9,5,0,NA,0,NA,6,0,33,33,33,33,33,33,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2
02CH010989-214-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,University Settlement Early Childhood Center,214,EHS,8,8,8,0,0,8,0,0,0,0,8,0,0,0,0,NA,1,0,7,0,0,0,0,8,0,0,NA,0,NA,2,0,8,8,8,8,8,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
02CH010989-227-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Union Settlement Association Head Start,227,EHS,18,18,18,0,2,16,0,0,0,0,13,3,0,2,0,NA,3,0,10,0,0,0,0,14,3,0,NA,0,NA,3,0,15,18,15,18,14,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,0
02CH010989-231-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Urban Strategies Early Learn I & III,231,EHS,17,17,17,0,0,17,0,0,0,0,13,1,0,1,0,NA,2,0,9,0,0,0,0,6,1,0,NA,0,NA,6,0,17,17,17,17,17,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0
02CH010989-236-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,"B'Above World Wide Institute, Inc",236,EHS,8,8,8,0,0,8,0,0,0,0,8,0,0,0,0,NA,0,0,4,0,0,0,0,7,3,0,NA,0,NA,2,0,8,8,8,8,8,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
02CH010989-242-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Northern Manhattan Perinatal Partnership,242,EHS,8,8,8,0,0,8,0,0,0,0,6,0,0,2,0,NA,0,0,0,0,0,0,0,27,4,0,NA,0,NA,2,0,8,8,8,8,8,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
02CH010989-243-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,The Child Center of NY,243,EHS,10,10,10,0,0,10,0,0,0,0,6,0,0,1,1,NA,1,0,0,0,1,0,0,16,5,6,NA,0,NA,4,1,10,10,10,10,10,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1
02CH010989-255-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,Sheltering Arms Children and Family Services,255,EHS,48,48,24,0,0,48,0,0,0,0,30,9,1,6,2,NA,15,0,15,0,0,0,0,13,0,2,NA,0,NA,9,2,48,48,48,48,48,48,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,6,1
02CH010989-272-2022,2022,Region 2,NY,New York City Department of Education,02CH010989,CH,United Federation of Black Community Organizations,272,EHS,8,8,8,0,0,8,0,0,0,0,5,3,0,0,0,NA,4,0,2,0,0,0,0,3,0,0,NA,0,NA,3,0,8,8,8,8,8,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
02CH010995-000-2022,2022,Region 2,NY,"Community Parents, Inc.",02CH010995,CH,"Community Parents, Inc.",000,HS,165,165,74,0,0,16,79,70,0,0,108,22,5,15,15,NA,43,1,96,0,0,1,0,12,0,8,NA,0,12,NA,4,163,163,164,164,156,158,39,NA,0,0,0,0,0,0,0,0,0,0,39,0,0,61,16,6
